species_code,region_type,region_code,region_name,continent_code,continent_name,season,abundance_mean,total_pop_percent,continent_pop_percent,range_occupied_percent,range_total_percent,range_days_occupation,max_week,max_week_percent_pop,speciesCode,commonName
osprey,country,ABW,Aruba,NA,North America,breeding,0.08314096769722908,9.331891780927724e-5,1.2147857754109372e-4,0.8260869565217391,1.625529366471318e-4,70,2023-07-26,1.3170189888535224e-4,osprey,Osprey
osprey,country,ABW,Aruba,NA,North America,nonbreeding,0.38306982418441254,3.641992038117552e-4,0.0010634461160164731,0.8478260869565217,1.8988543578707512e-4,49,2023-12-27,5.167394512851374e-4,osprey,Osprey
osprey,country,ABW,Aruba,NA,North America,postbreeding_migration,0.4414266451849076,3.3324729900610476e-4,7.880852575102238e-4,0.9565217391304348,1.044932079414838e-4,147,2023-10-04,5.577668474261643e-4,osprey,Osprey
osprey,country,ABW,Aruba,NA,North America,prebreeding_migration,0.3272061584031452,2.7609608730670324e-4,5.781289601789948e-4,1,1.230545345595985e-4,98,2023-03-22,4.664991130866135e-4,osprey,Osprey
osprey,country,AGO,Angola,AF,Africa,postbreeding_migration,7.410409125099565e-5,5.363122461553807e-5,8.644578974350342e-4,0.0015234774841717137,1.5954995704126534e-4,0,2023-11-01,1.2051193793452069e-4,osprey,Osprey
osprey,country,AGO,Angola,AF,Africa,prebreeding_migration,5.493819394307738e-6,2.214762638827092e-6,4.848296521608765e-5,7.134741563436784e-5,4.194593660659165e-6,0,2023-03-01,3.1662304334370292e-6,osprey,Osprey
osprey,country,AIA,Anguilla,NA,North America,breeding,0.002156703746874514,1.8413726777294795e-6,2.3970202276753604e-6,0.28578905018139805,4.277708859135047e-5,7,2023-05-24,2.3949822873366215e-5,osprey,Osprey
osprey,country,AIA,Anguilla,NA,North America,postbreeding_migration,0.030370034008859896,1.8348319368173896e-5,4.33913194113608e-5,0.38030084052395274,3.324783889047212e-5,70,2023-10-04,8.626591160705989e-5,osprey,Osprey
osprey,country,AIA,Anguilla,NA,North America,prebreeding_migration,0.014749982895759435,1.0552055702777174e-5,2.209538371480315e-5,0.4358974358974359,4.54766758155038e-5,49,2023-05-17,4.244525382323359e-5,osprey,Osprey
osprey,country,ALB,Albania,EU,Europe,postbreeding_migration,0.0022031742846004357,9.786646592916846e-5,0.0033362324100133997,0.08963158272587236,5.761442617489032e-4,77,2023-09-27,2.7706825587002585e-4,osprey,Osprey
osprey,country,ALB,Albania,EU,Europe,prebreeding_migration,3.8104860205997565e-5,5.334504404280444e-7,1.3098012851937992e-5,0.006551447277229925,1.3375492886912882e-5,7,2023-03-29,5.372234836110217e-6,osprey,Osprey
osprey,country,ALD,Aland,EU,Europe,breeding,0.0018545142140763565,4.460901851649283e-6,7.237715394386638e-5,0.020287768520891043,8.555417718270095e-6,21,2023-07-26,1.6302038649320334e-5,osprey,Osprey
osprey,country,ALD,Aland,EU,Europe,postbreeding_migration,7.894339669963096e-4,1.2772084572759442e-6,4.3539574143723495e-5,0.020287768520891043,4.749691270067445e-6,21,2023-08-02,1.6433978543120526e-5,osprey,Osprey
osprey,country,ARE,United Arab Emirates,AS,Asia,breeding,0.01788493488908288,0.003721353823713984,0.06962473229542555,0.07834396604510437,0.0028578115714015524,70,2023-05-24,0.006595994379288296,osprey,Osprey
osprey,country,ARE,United Arab Emirates,AS,Asia,nonbreeding,0.02120247799426081,0.003736858499296694,0.020430842616015184,0.0796987180167144,0.003308988045808814,49,2023-02-08,0.004054395414506832,osprey,Osprey
osprey,country,ARE,United Arab Emirates,AS,Asia,postbreeding_migration,0.027169871686648694,0.0038023725275991775,0.022580400042623416,0.08527015675731696,0.001726828711972404,147,2023-10-11,0.006461161886502942,osprey,Osprey
osprey,country,ARE,United Arab Emirates,AS,Asia,prebreeding_migration,0.023596429142205236,0.0036910000519697504,0.025234360353375188,0.07875720050507781,0.0017965812990038044,98,2023-05-17,0.005638701508741465,osprey,Osprey
osprey,country,ARG,Argentina,SA,South America,breeding,2.1127599923306505e-4,4.3477969822524376e-5,8.365417204014811e-4,0.0030803395686161434,1.1113020695943868e-4,0,2023-05-24,1.0341880096634238e-4,osprey,Osprey
osprey,country,ARG,Argentina,SA,South America,nonbreeding,0.001446887507833692,0.0014160454187314736,0.003882152878460263,0.016442673863760148,0.003790868238195548,49,2023-01-11,0.0018510863171109697,osprey,Osprey
osprey,country,ARG,Argentina,SA,South America,postbreeding_migration,7.282480963449167e-4,8.435638209924271e-4,0.003057748880922974,0.013067752742866938,0.0021904059948455296,84,2023-11-08,0.001334345720229596,osprey,Osprey
osprey,country,ARG,Argentina,SA,South America,prebreeding_migration,8.178601613949002e-4,7.103938671940175e-4,0.0027639731816932697,0.010049857806024036,0.0012730307838565566,14,2023-02-15,0.00115373927475777,osprey,Osprey
osprey,country,ARM,Armenia,AS,Asia,prebreeding_migration,3.5357751739397607e-4,9.516327631484134e-6,6.506053571185918e-5,0.014756603852849852,5.792019310976557e-5,14,2023-04-26,2.556527768933266e-5,osprey,Osprey
osprey,country,ATG,Antigua and Barbuda,NA,North America,breeding,0.04007207379684946,1.0657739563582848e-4,1.3873789713609075e-4,0.5137614678899083,2.3955169611156264e-4,70,2023-05-31,1.654416437859141e-4,osprey,Osprey
osprey,country,ATG,Antigua and Barbuda,NA,North America,nonbreeding,0.1600887063172979,3.6065371575944065e-4,0.001053093442372064,0.5412844036697247,2.872625823445496e-4,49,2023-01-25,4.055510392161521e-4,osprey,Osprey
osprey,country,ATG,Antigua and Barbuda,NA,North America,postbreeding_migration,0.07844675158859667,1.4033038755515375e-4,3.318625835610656e-4,0.5688073394495413,1.472404293720908e-4,112,2023-12-20,3.814671643901801e-4,osprey,Osprey
osprey,country,ATG,Antigua and Barbuda,NA,North America,prebreeding_migration,0.046998038471445715,9.396955749653609e-5,1.967667238384428e-4,0.6055045871559633,1.7655650610725004e-4,98,2023-02-15,1.5970863423545134e-4,osprey,Osprey
osprey,country,AUS,Australia,OC,Oceania,breeding,0.00304321244692168,0.053535924509951656,0.9332563114052036,0.015254482079055763,0.04704624203276725,70,2023-06-14,0.06343065875264453,osprey,Osprey
osprey,country,AUS,Australia,OC,Oceania,nonbreeding,0.0016785584296085782,0.028796315766293525,0.990583621748764,0.00881888816561866,0.03564003564003564,49,2023-01-18,0.030048470111614285,osprey,Osprey
osprey,country,AUS,Australia,OC,Oceania,postbreeding_migration,0.0024519004987410163,0.03340029863737231,0.8079730000878047,0.015076443511550809,0.02971881827681201,147,2023-08-09,0.06002540032126168,osprey,Osprey
osprey,country,AUS,Australia,OC,Oceania,prebreeding_migration,0.0021239094838053896,0.032338077786723006,0.9908977888633692,0.010388698449744495,0.02306737503276996,98,2023-05-17,0.05319406756221297,osprey,Osprey
osprey,country,AUT,Austria,EU,Europe,breeding,8.700086498770336e-5,6.1372619504891e-7,9.957572880025476e-6,0.020602557972992753,2.5479251795961697e-5,0,2023-07-26,5.455271485593292e-6,osprey,Osprey
osprey,country,AUT,Austria,EU,Europe,postbreeding_migration,1.836056202926007e-4,2.3861951111266535e-5,8.134452788065348e-4,0.014011401879401471,2.6350368551497963e-4,63,2023-08-23,1.518465022702117e-4,osprey,Osprey
osprey,country,AUT,Austria,EU,Europe,prebreeding_migration,2.2593051928371973e-4,3.28190171039506e-5,8.058178890443729e-4,0.02335519140611194,4.947581302539265e-4,35,2023-04-12,2.152002185606432e-4,osprey,Osprey
osprey,country,AZE,Azerbaijan,AS,Asia,postbreeding_migration,0.002753678214709359,1.6577262022748917e-4,9.844411755241826e-4,0.04579941497793588,3.989740666856654e-4,28,2023-10-04,2.756487307806459e-4,osprey,Osprey
osprey,country,AZE,Azerbaijan,AS,Asia,prebreeding_migration,0.0020702473194257865,2.349340899009157e-5,1.6061802764505992e-4,0.04984276333888507,8.248685764580832e-5,14,2023-04-19,3.754978071798129e-5,osprey,Osprey
osprey,country,BDI,Burundi,AF,Africa,nonbreeding,0.00251293303633155,2.092617305016858e-5,2.760376034508823e-4,0.04132239155510967,8.106216073275521e-5,14,2023-02-01,2.6133867140222385e-5,osprey,Osprey
