species_code,region_type,region_code,region_name,continent_code,continent_name,season,abundance_mean,total_pop_percent,continent_pop_percent,range_occupied_percent,range_total_percent,range_days_occupation,max_week,max_week_percent_pop,speciesCode,commonName
snoowl1,country,CAN,Canada,NA,North America,breeding,0.004545230133136814,0.7967073956213394,0.7967073956213394,0.09097520186308967,0.9567337822962504,77,2023-08-09,0.8652417275314298,snoowl1,Snowy Owl
snoowl1,country,CAN,Canada,NA,North America,nonbreeding,0.01706556246341591,0.7603055668302277,0.7603055668302277,0.0814382383320964,0.4840733927986319,91,2023-12-06,0.8263945691086134,snoowl1,Snowy Owl
snoowl1,country,CAN,Canada,NA,North America,postbreeding_migration,0.004296412088192563,0.8990015300471617,0.8990015300471617,0.048259849176872295,0.658213355717131,56,2023-11-08,0.9430739490643768,snoowl1,Snowy Owl
snoowl1,country,CAN,Canada,NA,North America,prebreeding_migration,0.004253522689684124,0.8306818084672748,0.8306818084672748,0.05963761255305188,0.7650730598762947,91,2023-03-29,0.905521992639698,snoowl1,Snowy Owl
snoowl1,country,SPM,Saint Pierre and Miquelon,NA,North America,nonbreeding,0.07731743899548983,3.955185090610783e-4,3.955185090610783e-4,0.948051948051948,6.470483956745258e-4,91,2023-02-01,7.525016158581589e-4,snoowl1,Snowy Owl
snoowl1,country,SPM,Saint Pierre and Miquelon,NA,North America,postbreeding_migration,0.031270280268720606,5.11003709722232e-4,5.11003709722232e-4,0.8571428571428571,9.130019781709527e-4,21,2023-11-15,7.67486157505741e-4,snoowl1,Snowy Owl
snoowl1,country,SPM,Saint Pierre and Miquelon,NA,North America,prebreeding_migration,0.040663219952060806,5.384793952487598e-4,5.384793952487598e-4,0.922077922077922,8.021058101833547e-4,77,2023-05-03,0.028197521680808985,snoowl1,Snowy Owl
snoowl1,country,USA,United States,NA,North America,breeding,0.00526004706550565,0.2032926043786606,0.2032926043786606,0.018659150679796864,0.04326621770374955,77,2023-07-05,0.6866895997658226,snoowl1,Snowy Owl
snoowl1,country,USA,United States,NA,North America,nonbreeding,0.009260473647704968,0.23929891466071124,0.23929891466071124,0.14945832387018482,0.5152795588056936,91,2023-01-18,0.28963618399846996,snoowl1,Snowy Owl
snoowl1,country,USA,United States,NA,North America,postbreeding_migration,0.0010052908052101224,0.10048746624311616,0.10048746624311616,0.052317502872771426,0.34087364230469797,56,2023-10-11,0.9837576730322792,snoowl1,Snowy Owl
snoowl1,country,USA,United States,NA,North America,prebreeding_migration,0.0023398146506711007,0.16877971213747647,0.16877971213747647,0.04940967333694245,0.2341248343135219,91,2023-05-17,0.9585399933566824,snoowl1,Snowy Owl
